Country,Province,County,District,Variables,Year,District_Name,County_Name,Province_Name,Major_Type
١١/٧٢,١٠/۴٢,١٧/٣٧,١٧/٣٧,عربي,1395,مركزي,اشتھارد,البرز,ھنر
٢۶/٨۵,٢٢/٩٧,٣۵/۶,٣۵/۶,معارف,1395,مركزي,اشتھارد,البرز,ھنر
١٠/۶٨,١١/٨٨,۶/٧,۶/٧,زبان,1395,مركزي,اشتھارد,البرز,ھنر
٢/۴١,۴/٣۵,١/٨٧,١/٨٧,درک عمومی ھنر,1395,مركزي,اشتھارد,البرز,ھنر
١١/۵,١٢/۵٩,١۵/٢٣,١۵/٢٣,درک عمومی ریاضی و فیزیک,1395,مركزي,اشتھارد,البرز,ھنر
٢/٣۶,٣/٣٢,٢/٢٧,٢/٢٧,ترسیم فني,1395,مركزي,اشتھارد,البرز,ھنر
۶/٩۶,١٠/٠۴,۶/١٧,۶/١٧,خلاقیت تصويري و تجسمی,1395,مركزي,اشتھارد,البرز,ھنر
۴/۴٨,۶/١,٧/٨٣,٧/٨٣,خلاقیت نمايشي,1395,مركزي,اشتھارد,البرز,ھنر
٠/٨٣,٣/١۴,٠,٠,خلاقیت موسیقي,1395,مركزي,اشتھارد,البرز,ھنر
٠/٩٢,١/٢٨,١/١٣,١/١٣,خواص مواد,1395,مركزي,اشتھارد,البرز,ھنر
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,اشتھارد,البرز,ھنر
٢٣/٧۴,٢٧/٠٧,٢٠,٢٠,فارسی,1395,مركزي,اشتھارد,البرز,ھنر
١٠/٢١,١١/۴۵,٢/٧,٢/٧,عربي,1395,مركزي,اشتھارد,البرز,ھنر
٢۶/٢۶,٣١/۵١,١٧/۴,١٧/۴,معارف,1395,مركزي,اشتھارد,البرز,ھنر
١٢/٨۵,١٧/١۶,-٢/۶,-٢/۶,زبان,1395,مركزي,اشتھارد,البرز,ھنر
١٠/۶٨,١٧/٧٧,۵/۶,۵/۶,درک عمومی ھنر,1395,مركزي,اشتھارد,البرز,ھنر
١۶/١,١٩/٧۴,٢/٣,٢/٣,درک عمومی ریاضی و فیزیک,1395,مركزي,اشتھارد,البرز,ھنر
۶/١,١٠/۴۶,٠,٠,ترسیم فني,1395,مركزي,اشتھارد,البرز,ھنر
٢٠/٧٧,٢٩/۶٩,٨/۴,٨/۴,خلاقیت تصويري و تجسمی,1395,مركزي,اشتھارد,البرز,ھنر
١٢/٠٩,١۶/١٩,۶/٧,۶/٧,خلاقیت نمايشي,1395,مركزي,اشتھارد,البرز,ھنر
٣/٩۶,١٢/٨١,٠,٠,خلاقیت موسیقي,1395,مركزي,اشتھارد,البرز,ھنر
٢/٩١,۴/٣,٣/۴,٣/۴,خواص مواد,1395,مركزي,اشتھارد,البرز,ھنر
١۴/١,١٣/٩٨,١۴/٩١,١۴/٩١,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,اشتھارد,البرز,ھنر
١٣/٩٢,١٣/٨٩,١۴/۵١,١۴/۵١,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,اشتھارد,البرز,ھنر
١۴/٢٨,١۴/٨٩,١٢/٨٩,١٢/٨٩,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,اشتھارد,البرز,ھنر
١٣/٧٢,١٣/۵٣,٠,٠,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,اشتھارد,البرز,ھنر
۵٣٧۵,۵۶١٠,۵٨۶٧,۵٨۶٧,میانگین نمره کل شرکت کنندگان,1395,مركزي,اشتھارد,البرز,ھنر
۶۵۶٣,٧۴۴٩,۵٧٢٩,۵٧٢٩,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,اشتھارد,البرز,ھنر
٧٩٣۶٠,٢۵٠۴,٢۶,٢۶,تعداد ثبت نام کنندگان زن,1395,مركزي,اشتھارد,البرز,زبان
۶٣۶١٣,١٩٨٨,١۵,١۵,تعداد شرکت کنندگان زن,1395,مركزي,اشتھارد,البرز,زبان
٣۵۵٩,١٢۴,١,١,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,اشتھارد,البرز,زبان
۵٩٢۶,١٨۶,۴,۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,اشتھارد,البرز,زبان
٩۴٨۵,٣١٠,۵,۵,تعداد کل پذيرفته شدگان زن,1395,مركزي,اشتھارد,البرز,زبان
١١/٩۵,١٢/٣٨,١٩/٢٣,١٩/٢٣,درصد قبولي پذيرفته شدگان زن,1395,مركزي,اشتھارد,البرز,زبان
۴٠۵۵۶,١١٣٣,١٣,١٣,تعداد ثبت نام کنندگان مرد,1395,مركزي,اشتھارد,البرز,زبان
٣١٣١٣,٨٨٢,١٢,١٢,تعداد شرکت کنندگان مرد,1395,مركزي,اشتھارد,البرز,زبان
١۴٠٢,۵۶,١,١,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,اشتھارد,البرز,زبان
١٨۵٨,٣۵,١,١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,اشتھارد,البرز,زبان
٣٢۶٠,٩١,٢,٢,تعداد کل پذيرفته شدگان مرد,1395,مركزي,اشتھارد,البرز,زبان
٨/٠۴,٨/٠٣,١۵/٣٨,١۵/٣٨,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,اشتھارد,البرز,زبان
١١٩٩١۶,٣۶٣٧,٣٩,٣٩,تعداد ثبت نام کنندگان کل,1395,مركزي,اشتھارد,البرز,زبان
٩۴٩٢۶,٢٨٧٠,٢٧,٢٧,تعداد شرکت کنندگان کل,1395,مركزي,اشتھارد,البرز,زبان
۴٩۶١,١٨٠,٢,٢,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,اشتھارد,البرز,زبان
٧٧٨۴,٢٢١,۵,۵,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,اشتھارد,البرز,زبان
١٢٧۴۵,۴٠١,٧,٧,تعداد کل پذيرفته شدگان کل,1395,مركزي,اشتھارد,البرز,زبان
١٠/۶٣,١١/٠٣,١٧/٩۵,١٧/٩۵,درصد قبولي پذيرفته شدگان کل,1395,مركزي,اشتھارد,البرز,زبان
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,اشتھارد,البرز,زبان
٢۶/٣٨,٢۴/۴۵,٢٢/۴۵,٢٢/۴۵,فارسی,1395,مركزي,اشتھارد,البرز,زبان
٢٠/۶٨,١٨/٨,٢١/١۶,٢١/١۶,عربي,1395,مركزي,اشتھارد,البرز,زبان
٣٣/۵۶,٢٨/۶٧,٣۴/٢١,٣۴/٢١,معارف,1395,مركزي,اشتھارد,البرز,زبان
٢۶/٠٧,٣١/٣,١۶/٣٢,١۶/٣٢,زبان,1395,مركزي,اشتھارد,البرز,زبان
١٣/٩۶,١٨/٢۵,٩/۴١,٩/۴١,زبان تخصصی,1395,مركزي,اشتھارد,البرز,زبان
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,اشتھارد,البرز,زبان
٣۴/۴٧,٣٢/٧,٢٠,٢٠,فارسی,1395,مركزي,اشتھارد,البرز,زبان
٢۵/٢۶,٢٢/٨۵,١۴/٧,١۴/٧,عربي,1395,مركزي,اشتھارد,البرز,زبان
۴٣/٠۶,٣٨,۴٠/٧,۴٠/٧,معارف,1395,مركزي,اشتھارد,البرز,زبان
۵٣/٨,۵٨/٠٨,۴٨/٧,۴٨/٧,زبان,1395,مركزي,اشتھارد,البرز,زبان
٣٧/۵,۴٢/٧,۴١/٢۵,۴١/٢۵,زبان تخصصی,1395,مركزي,اشتھارد,البرز,زبان
١۴/٨,١۴/۵٩,١۵/٠۶,١۵/٠۶,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,اشتھارد,البرز,زبان
١۴/٨,١۴/۵٨,١۵/١٣,١۵/١٣,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,اشتھارد,البرز,زبان
١۵/١٣,١۴/٩٢,١٣/٢٨,١٣/٢٨,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,اشتھارد,البرز,زبان
١٣/۴۵,١٣/٣٩,١۵/۵٧,١۵/۵٧,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,اشتھارد,البرز,زبان
۵۵۵١,۵۵٧۴,۵٢٩٣,۵٢٩٣,میانگین نمره کل شرکت کنندگان,1395,مركزي,اشتھارد,البرز,زبان
۶٩٧۵,٧٠٢٢,۶۶١١,۶۶١١,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,اشتھارد,البرز,زبان
۶٢٧۵٠,٢٧٢٢,١٨٠,١٨,تعداد ثبت نام کنندگان زن,1395,چندار,ساوجبلاغ,البرز,رياضي
۵۴٩٧۵,٢۴٢٢,١۵١,١٧,تعداد شرکت کنندگان زن,1395,چندار,ساوجبلاغ,البرز,رياضي
٣١٢۴۴,١۴٠۶,٨٢,۶,تعداد پذيرفته شدگان با آزمون زن,1395,چندار,ساوجبلاغ,البرز,رياضي
١٢١۵٩,۴٠٠,٣۴,۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,چندار,ساوجبلاغ,البرز,رياضي
۴٣۴٠٣,١٨٠۶,١١۶,١٠,تعداد کل پذيرفته شدگان زن,1395,چندار,ساوجبلاغ,البرز,رياضي
۶٩/١٧,۶۶/٣۵,۶۴/۴۴,۵۵/۵۶,درصد قبولي پذيرفته شدگان زن,1395,چندار,ساوجبلاغ,البرز,رياضي
١١٠١٧٢,۴١٣۵,٢٧٨,٣,تعداد ثبت نام کنندگان مرد,1395,چندار,ساوجبلاغ,البرز,رياضي
٩۵١۴۶,٣۶٨۵,٢۴٠,٢,تعداد شرکت کنندگان مرد,1395,چندار,ساوجبلاغ,البرز,رياضي
۵٣٧۵۴,١٩٩٢,١٢٨,٠,تعداد پذيرفته شدگان با آزمون مرد,1395,چندار,ساوجبلاغ,البرز,رياضي
٢٠٠٢٣,۵۶١,٣٨,١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,چندار,ساوجبلاغ,البرز,رياضي
٧٣٧٧٧,٢۵۵٣,١۶۶,١,تعداد کل پذيرفته شدگان مرد,1395,چندار,ساوجبلاغ,البرز,رياضي
۶۶/٩٧,۶١/٧۴,۵٩/٧١,٣٣/٣٣,درصد قبولي پذيرفته شدگان مرد,1395,چندار,ساوجبلاغ,البرز,رياضي
١٧٢٩٢٢,۶٨۵٧,۴۵٨,٢١,تعداد ثبت نام کنندگان کل,1395,چندار,ساوجبلاغ,البرز,رياضي
١۵٠١٢١,۶١٠٧,٣٩١,١٩,تعداد شرکت کنندگان کل,1395,چندار,ساوجبلاغ,البرز,رياضي
٨۴٩٩٨,٣٣٩٨,٢١٠,۶,تعداد پذيرفته شدگان با آزمون کل,1395,چندار,ساوجبلاغ,البرز,رياضي
٣٢١٨٢,٩۶١,٧٢,۵,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,چندار,ساوجبلاغ,البرز,رياضي
١١٧١٨٠,۴٣۵٩,٢٨٢,١١,تعداد کل پذيرفته شدگان کل,1395,چندار,ساوجبلاغ,البرز,رياضي
۶٧/٧۶,۶٣/۵٧,۶١/۵٧,۵٢/٣٨,درصد قبولي پذيرفته شدگان کل,1395,چندار,ساوجبلاغ,البرز,رياضي
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,چندار,ساوجبلاغ,البرز,رياضي
٢۵/١٣,٢٣/۶,٢١/۶٣,١۶/١,فارسی,1395,چندار,ساوجبلاغ,البرز,رياضي
١۶/٩٩,١۵/٩٩,١٣/٣٧,١٠/١٣,عربي,1395,چندار,ساوجبلاغ,البرز,رياضي
٢٩/٣١,٢۵/٣,٢۵/٢۵,٢٣/٢۵,معارف,1395,چندار,ساوجبلاغ,البرز,رياضي
٢٠/۶٩,٢٢/۶١,١۶/٢۴,٨/٢٣,زبان,1395,چندار,ساوجبلاغ,البرز,رياضي
۶/١۴,۵/۴٧,٣/٩۴,١/٠٣,رياضي,1395,چندار,ساوجبلاغ,البرز,رياضي
٨/۶٧,٧/٠٧,۴/٨١,٠/٧٨,فیزيك,1395,چندار,ساوجبلاغ,البرز,رياضي
۵/٨۶,۴/٧٩,٣/٧٨,٠/٣۴,شیمي,1395,چندار,ساوجبلاغ,البرز,رياضي
0,0,0,0,میانگین نمرات قبولین,1395,چندار,ساوجبلاغ,البرز,رياضي
٣١/٠٢,٢٨/٩,٢۵/٠۶,١۴/٢۵,فارسی,1395,چندار,ساوجبلاغ,البرز,رياضي
٢٢/٢٢,٢٠/۶١,١۶/٩۵,١٢/٢۵,عربي,1395,چندار,ساوجبلاغ,البرز,رياضي
٣٧/٩٧,٣٢/۴٣,٣٠/٩۵,١٧/٨٢,معارف,1395,چندار,ساوجبلاغ,البرز,رياضي
٢۶/۵٩,٢٧/٩۶,١٩/٩٨,٠/٧٧,زبان,1395,چندار,ساوجبلاغ,البرز,رياضي
٩/٧١,٨/۵٧,۵/٧,-٠/٨٧,رياضي,1395,چندار,ساوجبلاغ,البرز,رياضي
١٣/٧٢,١١/٠٧,٧/۶٨,١/٢٨,فیزيك,1395,چندار,ساوجبلاغ,البرز,رياضي
٩/٢,٧/۴,۵/۴٧,٠/٨٢,شیمي,1395,چندار,ساوجبلاغ,البرز,رياضي
١٣/۵٣,١٣/۴۵,١٣/١٩,١٢/٧٩,میانگین معدل کتبي ثبت نام کنندگان,1395,چندار,ساوجبلاغ,البرز,رياضي
١٣/۶,١٣/۵,١٣/٢٧,١٢/٧٣,میانگین معدل کتبي شرکت کنندگان,1395,چندار,ساوجبلاغ,البرز,رياضي
١۴/۶٩,١۴/۴١,١٣/٨٧,١٠/٨٢,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,چندار,ساوجبلاغ,البرز,رياضي
١٢/٠٧,١٢/٣٣,١٢/٣١,١٣/٠٢,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,چندار,ساوجبلاغ,البرز,رياضي
۵١٧٩,۵٠٢١,۴٨٢۵,۴١۴۴,میانگین نمره کل شرکت کنندگان,1395,چندار,ساوجبلاغ,البرز,رياضي
۵٩۵٧,۵۶٨۴,۵٣١٣,٣٨٣۴,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,چندار,ساوجبلاغ,البرز,رياضي
٣۴۵٨٠٩,٩۵٠٣,٨٩٢,۴٠,تعداد ثبت نام کنندگان زن,1395,چندار,ساوجبلاغ,البرز,تجربي
٣٠٣۴١٩,٨۵١٩,٧٩۵,٣۶,تعداد شرکت کنندگان زن,1395,چندار,ساوجبلاغ,البرز,تجربي
۴٨٧٠١,١٧٠۴,١۴۵,٧,تعداد پذيرفته شدگان با آزمون زن,1395,چندار,ساوجبلاغ,البرز,تجربي
۴۴۴۵۶,٩١٨,٨٧,۶,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,چندار,ساوجبلاغ,البرز,تجربي
٩٣١۵٧,٢۶٢٢,٢٣٢,١٣,تعداد کل پذيرفته شدگان زن,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۶/٩۴,٢٧/۵٩,٢۶/٠١,٣٢/۵,درصد قبولي پذيرفته شدگان زن,1395,چندار,ساوجبلاغ,البرز,تجربي
١٨٩٣٠٢,۴٠٨٨,۴۴٩,١٢,تعداد ثبت نام کنندگان مرد,1395,چندار,ساوجبلاغ,البرز,تجربي
١۶١٨٩۶,٣۶٢۵,۴٠۴,١٢,تعداد شرکت کنندگان مرد,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۴٨۵۵,٨٠٧,٨٣,۴,تعداد پذيرفته شدگان با آزمون مرد,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۴٣٨١,٣۴٣,۴٩,١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,چندار,ساوجبلاغ,البرز,تجربي
۴٩٢٣۶,١١۵٠,١٣٢,۵,تعداد کل پذيرفته شدگان مرد,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۶/٠١,٢٨/١٣,٢٩/۴,۴١/۶٧,درصد قبولي پذيرفته شدگان مرد,1395,چندار,ساوجبلاغ,البرز,تجربي
۵٣۵١١١,١٣۵٩١,١٣۴١,۵٢,تعداد ثبت نام کنندگان کل,1395,چندار,ساوجبلاغ,البرز,تجربي
۴۶۵٣١۵,١٢١۴۴,١١٩٩,۴٨,تعداد شرکت کنندگان کل,1395,چندار,ساوجبلاغ,البرز,تجربي
٧٣۵۵۶,٢۵١١,٢٢٨,١١,تعداد پذيرفته شدگان با آزمون کل,1395,چندار,ساوجبلاغ,البرز,تجربي
۶٨٨٣٧,١٢۶١,١٣۶,٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,چندار,ساوجبلاغ,البرز,تجربي
١۴٢٣٩٣,٣٧٧٢,٣۶۴,١٨,تعداد کل پذيرفته شدگان کل,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۶/۶١,٢٧/٧۵,٢٧/١۴,٣۴/۶٢,درصد قبولي پذيرفته شدگان کل,1395,چندار,ساوجبلاغ,البرز,تجربي
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۴/۵,٢۴/٨٢,٢٢/٠٢,١۶/٠۴,فارسی,1395,چندار,ساوجبلاغ,البرز,تجربي
١۵/٢۴,١۵/٨٣,١٣/۴۶,٨/۶۵,عربي,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۶/۵٣,٢۵/٣٢,٢۴/٧,١۵/۵١,معارف,1395,چندار,ساوجبلاغ,البرز,تجربي
١١/۴٢,١۴/٨٣,٩/١۴,٢/۶,زبان,1395,چندار,ساوجبلاغ,البرز,تجربي
٠/۶,٠/۴,٠/۵٣,٠/٨٣,زمین شناسی,1395,چندار,ساوجبلاغ,البرز,تجربي
۶/١۵,۶/۶,۴/٨۶,١/٢۶,رياضي,1395,چندار,ساوجبلاغ,البرز,تجربي
٨/٠۵,٧/٨,٧/١٢,٢/٩٩,زيست شناسي,1395,چندار,ساوجبلاغ,البرز,تجربي
۵/٨٣,۶/٠۵,۴/٨,٠/٩٨,فیزيك,1395,چندار,ساوجبلاغ,البرز,تجربي
۶/۴٩,۶/٢,۵/۶,١/٨٣,شیمي,1395,چندار,ساوجبلاغ,البرز,تجربي
0,0,0,0,میانگین نمرات قبولین,1395,چندار,ساوجبلاغ,البرز,تجربي
٣٩/۶٣,٣۵/۶٩,٣٢/٠٧,١٣/۶,فارسی,1395,چندار,ساوجبلاغ,البرز,تجربي
٣٠/٩٨,٢۶/۴۶,٢٣/٨٣,١٠/٢٢,عربي,1395,چندار,ساوجبلاغ,البرز,تجربي
۴۵/٩٣,٣٨/۴۶,٣٨/٢۵,١۵/٧٩,معارف,1395,چندار,ساوجبلاغ,البرز,تجربي
٢۴/۶,٢۴/۴٨,١۶/٩۵,٣/٨٨,زبان,1395,چندار,ساوجبلاغ,البرز,تجربي
١/٧٢,١/٠١,١/٢٩,٠/٨٧,زمین شناسی,1395,چندار,ساوجبلاغ,البرز,تجربي
١٧/٢٩,١۴/۶٣,١٢/٢٨,١/٩۵,رياضي,1395,چندار,ساوجبلاغ,البرز,تجربي
٢٢/٨٩,١٧/۶٣,١٧/٣۴,٣/٢,زيست شناسي,1395,چندار,ساوجبلاغ,البرز,تجربي
١٧/٣٣,١۴,١١/۵٣,١/٨۴,فیزيك,1395,چندار,ساوجبلاغ,البرز,تجربي
١٧/٩٨,١٣/٧,١٢/٠١,١/٩۶,شیمي,1395,چندار,ساوجبلاغ,البرز,تجربي
١٣/٨١,١۴/٠٩,١٣/٩١,١٣/٢٢,میانگین معدل کتبي ثبت نام کنندگان,1395,چندار,ساوجبلاغ,البرز,تجربي
١٣/٨٩,١۴/١٩,١٣/٩٩,١٣/٣٨,میانگین معدل کتبي شرکت کنندگان,1395,چندار,ساوجبلاغ,البرز,تجربي
١۶/۴٧,١۵/٨۴,١۵/۵٢,١٣/١٧,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,چندار,ساوجبلاغ,البرز,تجربي
١٢/۴٨,١٢/٩٢,١٢/٨٩,١٢/۵٢,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,چندار,ساوجبلاغ,البرز,تجربي
۵۴٠٧,۵۴٣٩,۵٣٠۵,۴٧٢٠,میانگین نمره کل شرکت کنندگان,1395,چندار,ساوجبلاغ,البرز,تجربي
٧١٢٢,۶۶٣۵,۶۴۵٨,۴٨۴٩,میانگین نمره کل پذيرفته شدگان در رشته ھاي باآزمون,1395,چندار,ساوجبلاغ,البرز,تجربي
١١۶۵٣١,٣۵٢٣,۴١٧,٩,تعداد ثبت نام کنندگان زن,1395,چندار,ساوجبلاغ,البرز,انساني
٩١٨٨۶,٢٨٣۴,٣٣٧,٨,تعداد شرکت کنندگان زن,1395,چندار,ساوجبلاغ,البرز,انساني
۴٠۶۵٢,١۴٣٢,١٧۶,۴,تعداد پذيرفته شدگان با آزمون زن,1395,چندار,ساوجبلاغ,البرز,انساني
٣٣۵٢٧,٧۵۶,١٠١,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,چندار,ساوجبلاغ,البرز,انساني
٧۴١٧٩,٢١٨٨,٢٧٧,۶,تعداد کل پذيرفته شدگان زن,1395,چندار,ساوجبلاغ,البرز,انساني
۶٣/۶۶,۶٢/١١,۶۶/۴٣,۶۶/۶٧,درصد قبولي پذيرفته شدگان زن,1395,چندار,ساوجبلاغ,البرز,انساني
٧٣٧۵٧,١۶٣٠,١٧٣,0,تعداد ثبت نام کنندگان مرد,1395,چندار,ساوجبلاغ,البرز,انساني
